id_municipio,nome_area_geral,nome_area_especifica,nome_area_detalhada,conc_2020,conc_2021,conc_2022,conc_2023,conc_2024,matr_2024,ing_2024,delta_conc_pct
3552205,"Negócios, administração e direito",Negócios e administração,Gestão comercial,151,135,116,139,171,890,764,13.2
3552205,Saúde e bem-estar,Saúde,Enfermagem,209,261,261,231,166,2101,1406,-20.6
3552205,Saúde e bem-estar,Saúde,Tecnologia de diagnóstico e tratamento médico,46,152,169,127,148,1871,1256,221.7
3552205,Saúde e bem-estar,Saúde,Farmácia,51,154,142,114,130,1069,590,154.9
3552205,"Engenharia, produção e construção",Engenharia e profissões correlatas,Tecnologia de proteção ambiental,103,97,95,110,104,628,324,1.0
3552205,"Ciências sociais, comunicação e informação",Ciências sociais e comportamentais,Economia,69,60,63,79,100,736,296,44.9
3552205,"Engenharia, produção e construção",Arquitetura e construção,Arquitetura e planejamento urbano,180,182,140,151,98,1003,390,-45.6
3552205,Educação,Educação,Formação de professores de letras,95,177,103,127,91,844,571,-4.2
3552205,Serviços,Serviços pessoais,Serviços de beleza,94,113,81,83,91,508,384,-3.2
3552205,Saúde e bem-estar,Saúde,Medicina,105,107,113,96,88,913,233,-16.2
3552205,Serviços,Serviços de segurança,Proteção de pessoas e de propriedades,62,61,42,81,87,461,421,40.3
3552205,"Engenharia, produção e construção",Engenharia e profissões correlatas,Eletricidade e energia,129,113,96,106,85,685,401,-34.1
3552205,Artes e humanidades,Artes,"Produção audiovisual, de mídia e cultural",73,73,38,64,83,447,382,13.7
3552205,"Engenharia, produção e construção",Engenharia e profissões correlatas,Engenharia química e de processos,116,128,105,119,82,381,82,-29.3
3552205,Computação e Tecnologias da Informação e Comunicação (TIC),Computação e Tecnologias da Informação e Comunicação (TIC),Infraestrutura e gestão de TIC,33,43,49,62,79,605,613,139.4
3552205,Artes e humanidades,Artes,"Moda, design de interiores e desenho industrial",76,92,67,113,72,584,387,-5.3
3552205,"Ciências naturais, matemática e estatística",Ciências biológicas e correlatas,Biologia,61,88,90,64,53,475,205,-13.1
3552205,"Agricultura, silvicultura, pesca e veterinária",Agricultura,"Produção agrícola, agropecuária e zootecnia",20,28,46,60,45,341,174,125.0
3552205,Saúde e bem-estar,Bem-estar,Serviço social,92,129,71,51,43,416,317,-53.3
3552205,Serviços,Serviços pessoais,Serviços de alimentação,50,54,29,34,41,177,182,-18.0
3552205,Computação e Tecnologias da Informação e Comunicação (TIC),Programas interdisciplinares abrangendo computação e Tecnologias da Informação e Comunicação (TIC),Soluções computacionais para domínios específicos,0,0,0,0,41,434,269,
3552205,Serviços,Serviços pessoais,Turismo e hotelaria,26,13,18,36,38,231,115,46.2
3552205,"Ciências sociais, comunicação e informação",Comunicação e informação,Comunicação e reportagem,32,47,53,45,37,275,150,15.6
3552205,"Ciências sociais, comunicação e informação",Ciências sociais e comportamentais,Ciências sociais e políticas,22,16,17,35,37,303,165,68.2
3552205,Saúde e bem-estar,Saúde,Medicina e terapia tradicional e complementar,0,0,34,70,29,205,176,
3552205,"Engenharia, produção e construção",Produção e processamento,Materiais,20,22,25,15,22,114,70,10.0
3552205,"Ciências naturais, matemática e estatística",Ciências físicas,Química,15,12,15,11,20,137,93,33.3
3552205,"Agricultura, silvicultura, pesca e veterinária",Silvicultura,Silvicultura,10,13,26,25,19,171,37,90.0
3552205,"Ciências sociais, comunicação e informação","Programas abrangendo ciências sociais, comunicação e informação em processo de definição da classificação","Programas abrangendo ciências sociais, comunicação e informação em processo de definição da classificação",0,0,0,0,15,201,205,
3552205,Serviços,Serviços de transporte,Serviços de transporte,1,1,4,8,14,41,21,1300.0
3552205,Computação e Tecnologias da Informação e Comunicação (TIC),Programas interdisciplinares abrangendo computação e Tecnologias da Informação e Comunicação (TIC),Programas interdisciplinares abrangendo computação e Tecnologias da Informação e Comunicação (TIC),0,0,0,1,13,147,192,
3552205,"Engenharia, produção e construção",Engenharia e profissões correlatas,"Veículos a motor, construção naval, aeronáutica, ferroviária e metroviária",24,21,26,14,12,54,34,-50.0
3552205,"Negócios, administração e direito",Negócios e administração,Secretariado e trabalhos de escritório,5,2,1,6,10,50,40,100.0
3552205,Saúde e bem-estar,Bem-estar,Assistência a idosos e a deficientes,0,2,4,8,9,39,34,
3552205,"Engenharia, produção e construção",Produção e processamento,Processamento de alimentos,17,21,16,22,8,48,24,-52.9
3552205,Serviços,Higiene e serviços de saúde ocupacional,Saúde e segurança no trabalho,1,0,5,7,8,117,144,700.0
3552205,"Negócios, administração e direito","Programas interdisciplinares abrangendo negócios, administração e direito","Programas interdisciplinares abrangendo negócios, administração e direito",0,4,0,5,8,25,20,
3552205,Educação,Educação,Ciência da educação,0,0,5,3,8,141,190,
3552205,Artes e humanidades,Humanidades (exceto línguas),Religião e teologia,12,12,6,6,7,163,135,-41.7
3552205,"Ciências sociais, comunicação e informação",Comunicação e informação,Ciência da informação e museologia,2,2,12,6,6,48,25,200.0
3552205,Artes e humanidades,Humanidades (exceto línguas),História e arqueologia,0,1,0,0,4,17,10,
3552205,Artes e humanidades,Línguas,Letras,8,10,11,8,2,28,19,-75.0
3552205,Saúde e bem-estar,Programas interdisciplinares abrangendo saúde e bem-estar,Programas interdisciplinares abrangendo saúde e bem-estar,0,0,0,2,2,22,21,
3552205,"Ciências naturais, matemática e estatística","Programas interdisciplinares abrangendo ciências naturais, matemática e estatística","Programas interdisciplinares abrangendo ciências naturais, matemática e estatística",0,0,0,0,2,7,3,
3552205,"Ciências naturais, matemática e estatística",Ciências físicas,Ciências da terra,0,0,0,0,2,4,2,
3552205,"Ciências naturais, matemática e estatística",Ciências físicas,Física,0,0,0,0,2,6,3,
3552205,Computação e Tecnologias da Informação e Comunicação (TIC),Computação e Tecnologias da Informação e Comunicação (TIC),Programas abrangendo Computação e Tecnologias da Informação e Comunicação (TIC) em processo de definição da classificação,0,0,0,0,2,6,0,
3552205,"Ciências naturais, matemática e estatística",Matemática e estatística,Estatística,0,0,0,0,1,6,6,
3552205,Artes e humanidades,Artes,Música e artes cênicas,0,0,0,0,1,3,3,
3552205,Computação e Tecnologias da Informação e Comunicação (TIC),Computação e Tecnologias da Informação e Comunicação (TIC),Gestão e desenvolvimento de sistemas de informação,214,256,377,460,0,0,0,-100.0
3552205,Computação e Tecnologias da Informação e Comunicação (TIC),Computação e Tecnologias da Informação e Comunicação (TIC),Desenvolvimento de sistemas que integram software e hardware,67,73,83,98,0,0,0,-100.0
3552205,Computação e Tecnologias da Informação e Comunicação (TIC),Computação e Tecnologias da Informação e Comunicação (TIC),Ciência da computação,76,51,45,84,0,0,0,-100.0
3552205,Computação e Tecnologias da Informação e Comunicação (TIC),Computação e Tecnologias da Informação e Comunicação (TIC),Soluções computacionais para domínios específicos,0,4,4,16,0,0,0,
3552205,Computação e Tecnologias da Informação e Comunicação (TIC),Computação e Tecnologias da Informação e Comunicação (TIC),Produção de software,99,52,25,15,0,0,0,-100.0
3552205,Artes e humanidades,Humanidades (exceto línguas),Filosofia e ética,1,0,0,4,0,20,9,-100.0
3552205,Serviços,Serviços pessoais,Esportes e lazer,0,1,1,2,0,5,5,
3552205,"Ciências naturais, matemática e estatística",Matemática e estatística,Matemática,2,0,0,1,0,13,11,-100.0
